,Song,Artist,Billboard100,URI,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time_Signature
4407,you ain't woman enough,loretta lynn,0,5XOM6Neo5IACRMhvd2ibKA,0.744,0.455,8.0,-7.543,1.0,0.0366,0.634,0.0,0.0526,0.905,75.281,135160.0,4.0
4408,ballad of forty dollars,tom t. hall,0,1phh5V7T5JAaiIww22ARZk,0.559,0.658,2.0,-16.085,1.0,0.0459,0.449,2.8e-06,0.239,0.799,114.086,181800.0,4.0
4409,daddy sang bass,johnny cash,0,15TITugVC8RrpLctHXOqT8,0.681,0.638,4.0,-7.818,1.0,0.0367,0.699,0.000629,0.0581,0.677,96.882,140440.0,4.0
4410,a six pack to go,hank thompson,0,6ac7GUlfon5ezqPvDYPixS,0.67,0.413,9.0,-14.734,1.0,0.18,0.489,0.00251,0.119,0.593,165.823,129360.0,4.0
4411,don't come home a-drinkin' (with lovin' on your mind),loretta lynn,0,1Ch2cPleHoVVXLVRRrGF6o,0.691,0.604,1.0,-6.587,1.0,0.062,0.658,0.000597,0.189,0.885,83.602,126920.0,4.0
4412,the cold hard facts of life,porter wagoner,0,2s2Owv5k5HaXCkvwV8AbsG,0.516,0.438,0.0,-11.834,1.0,0.0321,0.851,0.0,0.403,0.42,132.519,192947.0,4.0
4413,wings of a dove,ferlin husky,0,31vF1iGX0S3Dtv0rQfEksJ,0.5,0.319,4.0,-15.735,1.0,0.039,0.497,0.0,0.101,0.646,177.489,142907.0,3.0
4414,little green apples - single version,roger miller,0,1HjGctfkZjMHOEMJe9I755,0.534,0.115,0.0,-22.465,1.0,0.0467,0.876,0.00912,0.118,0.364,101.586,157760.0,4.0
4415,abilene,george hamilton iv,0,5bA26v8eeZrbHJpD4YPKAX,0.63,0.448,5.0,-15.015,1.0,0.0271,0.445,1.43e-05,0.271,0.753,104.024,133333.0,4.0
4417,welcome to my world,jim reeves,0,4xpjtAqc46tg04BzHTZnz2,0.341,0.252,3.0,-14.869,1.0,0.0288,0.725,0.0594,0.287,0.399,81.058,152600.0,4.0
4418,"saginaw, michigan",lefty frizzell,0,0ulPILleWfE1NBzUWIiNi9,0.596,0.366,10.0,-14.933,1.0,0.0325,0.878,0.00263,0.23,0.853,145.717,182573.0,4.0
4419,burning memories - single version,ray price,0,569rWEzod8v8JX86gO2eX6,0.32,0.297,7.0,-15.054,0.0,0.0357,0.899,0.000738,0.347,0.445,102.12,149200.0,4.0
4420,take me,george jones,0,23WjeJQCrtKxvf6u3OAxH1,0.447,0.722,7.0,-5.558,1.0,0.0367,0.0955,0.0,0.338,0.457,148.13,209733.0,4.0
4421,flowers on the wall,the statler brothers,0,7ledv9CTjqdwnvHgRmETyZ,0.784,0.451,8.0,-11.225,0.0,0.0723,0.792,4.09e-05,0.115,0.78,100.303,138800.0,4.0
4422,walk on by,leroy van dyke,0,1Y6THdMlU9Cr4lgnUAR09L,0.58,0.452,10.0,-11.158,1.0,0.0364,0.795,1.13e-05,0.186,0.949,132.607,144200.0,4.0
4423,may the bird of paradise fly up your nose,little jimmy dickens,0,4KRLWRl1bFjnXhY5MgZWrM,0.66,0.801,4.0,-8.446,1.0,0.115,0.738,1.04e-05,0.627,0.867,104.374,151693.0,4.0
4424,stand by your man,tammy wynette,0,6xatfNMI8NkY5XxRHAeiS4,0.517,0.246,9.0,-11.992,1.0,0.0308,0.788,0.00105,0.133,0.525,105.24,159760.0,4.0
4425,swinging doors,merle haggard,0,6Ja76N5EcdHrZCGfsWNeGo,0.79,0.523,5.0,-7.627,1.0,0.0293,0.0234,0.00102,0.109,0.606,122.358,172920.0,4.0
4426,yakety axe - buddha remastered - 2000,chet atkins,0,0Lo5YM7ZvIcUnbvnqLMUre,0.608,0.691,0.0,-10.119,1.0,0.0331,0.305,0.629,0.067,0.921,118.942,123240.0,4.0
4427,detroit city,bobby bare,0,6zBHtuqVP7CAx26XQRZnb6,0.551,0.285,11.0,-13.231,1.0,0.0289,0.784,0.0,0.112,0.398,121.315,168067.0,4.0
4428,devil woman,marty robbins,0,58ojWS1EGL6z5rEOELtJmH,0.684,0.277,4.0,-13.1,1.0,0.0533,0.921,6.54e-06,0.124,0.642,145.155,172667.0,4.0
4429,right or wrong,wanda jackson,0,1FAtkmz8kFmbq4VmOf79fb,0.425,0.291,7.0,-10.554,1.0,0.0315,0.814,0.0,0.143,0.393,114.574,157160.0,4.0
4430,talk back trembling lips,ernest ashworth,0,2kc2v1biRvuHJaBozQzfqs,0.575,0.435,9.0,-11.801,1.0,0.0326,0.751,0.0,0.0795,0.739,135.955,160440.0,4.0
4431,the last thing on my mind,porter wagoner,0,0sJchoPZwC2MV8WzZRoZUk,0.611,0.412,11.0,-12.513,1.0,0.0282,0.563,0.0,0.24,0.713,105.811,156160.0,4.0
4432,i fall to pieces - single version,patsy cline,0,6zFsz86nAj5gcvzyVqNL3k,0.481,0.0568,10.0,-20.508,1.0,0.0357,0.917,0.0,0.12,0.505,111.799,171333.0,4.0
4433,big iron,marty robbins,0,0AQquaENerGps8BQmbPw14,0.726,0.474,1.0,-7.834,0.0,0.0491,0.803,0.0,0.258,0.57,116.027,235733.0,4.0
4434,king of the road - single version,roger miller,0,5Uwle0AKzMy6bRcgVs86Nu,0.694,0.332,11.0,-11.629,1.0,0.0757,0.613,0.0,0.116,0.554,119.506,148400.0,4.0
4435,misery loves company,porter wagoner,0,1wBb03d9IaI6PHFeR438jP,0.455,0.441,5.0,-11.119,1.0,0.08,0.534,0.0,0.124,0.633,189.169,149547.0,3.0
4436,from a jack to a king,ned miller,0,0tGvjiddWph1hYUbdZ7u6Q,0.607,0.624,11.0,-2.983,1.0,0.0336,0.824,0.0,0.102,0.694,100.809,130000.0,4.0
4437,leavin' on your mind - single version,patsy cline,0,1D2mV1f9QkklP6vy0sdBI9,0.493,0.0719,7.0,-19.293,1.0,0.0317,0.932,2.04e-06,0.607,0.385,104.018,147027.0,3.0
4438,me and bobby mcgee,roger miller,0,3i5bJFIAkgoZqJoRAQqAKO,0.538,0.492,2.0,-14.736,1.0,0.0323,0.392,0.00182,0.051,0.899,166.049,196400.0,4.0
4439,girl on the billboard,del reeves,0,3T4zow8ial809ciFETZ6wM,0.624,0.716,2.0,-10.697,1.0,0.0374,0.736,0.0,0.315,0.961,83.167,162867.0,4.0
4440,there goes my everything,jack greene,0,4w6KzdRpUwyKfEf4vFLeiI,0.425,0.342,10.0,-10.81,1.0,0.0282,0.838,0.0,0.147,0.365,139.205,142880.0,5.0
4441,"please help me, i'm falling",hank locklin,0,0dc0eU5THc1uE0Q0KV73XN,0.552,0.336,7.0,-10.712,1.0,0.0311,0.828,0.0,0.324,0.553,105.479,141467.0,4.0
4442,alabam,cowboy copas,0,6x8EqpeM8XzeoEKfatpSYP,0.719,0.653,2.0,-11.572,1.0,0.0305,0.378,0.00364,0.129,0.96,106.718,139907.0,4.0
4443,sweet dreams (of you) - single version,patsy cline,0,0gnQsZ607gfNhIUqCNFC1G,0.321,0.0227,8.0,-22.698,1.0,0.0349,0.953,0.0,0.313,0.312,83.319,155733.0,4.0
4444,"luckenbach, texas (back to the basics of love)",waylon jennings,0,5pdKPY4O9CHuzDDp557j4N,0.687,0.469,7.0,-9.992,1.0,0.0322,0.714,0.00199,0.252,0.674,102.88,200640.0,4.0
4446,"bright lights, big city",sonny james,0,0NFT2UXI5WmqTNeqqymAeb,0.708,0.463,5.0,-13.748,1.0,0.0436,0.724,0.000222,0.0904,0.961,117.262,156133.0,4.0
4448,country is,tom t. hall,0,6N4aENoIN4eRRpuPddLfRB,0.544,0.343,0.0,-15.537,1.0,0.0295,0.829,6e-05,0.0837,0.929,145.411,132733.0,4.0
4449,"midnight, me and the blues",mel tillis,0,7vRwCuTsBIbV1oVoyPEHrd,0.647,0.282,3.0,-15.042,1.0,0.0319,0.843,0.00134,0.182,0.753,132.169,170200.0,4.0
4450,take this job and shove it,johnny paycheck,0,4XbxeoBeQnwpsyJyZEMoWc,0.764,0.455,10.0,-10.336,1.0,0.0508,0.562,1.61e-05,0.0756,0.707,137.148,156293.0,4.0
4451,rose colored glasses,john conlee,0,1Ko3qmw2ItUEefsjDjpLWL,0.396,0.379,8.0,-14.236,1.0,0.043,0.382,0.0,0.105,0.368,114.447,200493.0,3.0
4452,till the end,vern gosdin,0,7pwA0yTkSFYDiiplqmy8KE,0.547,0.265,9.0,-16.803,1.0,0.0249,0.411,1.35e-06,0.109,0.385,93.106,166000.0,4.0
4453,rhinestone cowboy,glen campbell,0,0VwTeYNjcl30DyQlt3GPe0,0.644,0.633,0.0,-8.006,1.0,0.0261,0.102,6.82e-05,0.227,0.647,115.191,194453.0,4.0
4454,"louisiana woman, mississippi man",conway twitty,0,02sENi9ULQ36x9mKo5B7XW,0.62,0.711,1.0,-6.943,1.0,0.035,0.477,0.000168,0.0812,0.96,98.263,151731.0,4.0
4455,the grand tour,george jones,0,5lXX4SAV6HBaVnZ6sUQPNE,0.458,0.275,10.0,-11.498,1.0,0.0261,0.944,0.0194,0.271,0.449,88.718,187373.0,4.0
4457,heaven's just a sin away,the kendalls,0,0bMugNnsdbGA2uLNCw81K0,0.617,0.638,6.0,-8.001,1.0,0.0297,0.725,0.0,0.071,0.902,152.816,153867.0,4.0
4458,'til i get it right,tammy wynette,0,64s3ywG24Rkgum7qIIA6wO,0.528,0.146,0.0,-13.271,1.0,0.0288,0.843,0.000356,0.101,0.336,133.894,157933.0,4.0
4459,it must be love - single version,don williams,0,2yjP9SAtGTy6xgMEJXVXsi,0.92,0.399,5.0,-17.627,1.0,0.0608,0.129,8.66e-06,0.0721,0.966,110.824,146733.0,4.0
4460,ridin' my thumb to mexico,johnny rodriguez,0,4cts2JWIBKsSyMuclg7yZP,0.628,0.321,1.0,-9.718,1.0,0.0292,0.972,1.01e-05,0.253,0.666,90.259,126200.0,4.0
4461,(if loving you is wrong) i don't want to be right,barbara mandrell,0,1cxjGdsHJn2vo17AbWLFzu,0.621,0.536,4.0,-10.935,0.0,0.0349,0.0341,1.01e-05,0.142,0.72,74.256,185013.0,4.0
4462,shadows in the moonlight,anne murray,0,7i6YbLIaM45ntr0OnkEfBj,0.63,0.689,0.0,-5.927,1.0,0.0253,0.00351,4.7e-05,0.103,0.422,104.683,209733.0,4.0
4463,love in the hot afternoon,gene watson,0,0DT0jbuh51K52Rn5sTqWeq,0.536,0.404,4.0,-11.265,1.0,0.0351,0.532,0.0,0.101,0.29,112.682,201240.0,3.0
4464,"when you're hot, you're hot",jerry reed,0,6sykijVtS1m8vxLnkKXrJ5,0.788,0.832,4.0,-10.783,1.0,0.0981,0.354,0.0,0.1,0.91,101.045,139560.0,4.0
4465,some broken hearts never mend - single version,don williams,0,6OREPdoHWU3IehSiZA6rcw,0.633,0.433,9.0,-16.442,1.0,0.0264,0.228,0.0775,0.0751,0.816,97.527,168360.0,4.0
4466,paper roses,marie osmond,0,00oIqmk1eRn9D2y8BzNLS1,0.359,0.504,8.0,-10.555,1.0,0.0349,0.272,1.52e-05,0.332,0.73,114.172,158973.0,4.0
4467,don't take it away - single version,conway twitty,0,2ZvnuEEAso2ApgAsmu29Oj,0.721,0.302,4.0,-16.424,1.0,0.0592,0.517,0.0,0.168,0.433,88.461,221400.0,4.0
4468,don't the girls all get prettier at closing time,mickey gilley,0,7nyjRWYY6R98A7qupjv3Lm,0.645,0.649,0.0,-13.922,1.0,0.0435,0.795,0.000825,0.184,0.917,88.815,177958.0,4.0
4469,the door is always open,dave and sugar,0,0kDE8iIZcedP244LZ3xGJz,0.455,0.479,5.0,-10.417,1.0,0.0272,0.499,0.0,0.121,0.826,188.482,163800.0,4.0
4471,this time,waylon jennings,0,03T4H6czLK426qcW870hBZ,0.448,0.597,0.0,-12.201,1.0,0.0381,0.0884,0.285,0.149,0.514,98.494,144733.0,4.0
4472,out of my head and back in my bed - single version,loretta lynn,0,2cLb9n7u5iJTXNOrrJI1F1,0.625,0.69,2.0,-10.424,1.0,0.0322,0.284,0.0167,0.727,0.915,132.446,160920.0,4.0
4473,sleeping single in a double bed - single version,barbara mandrell,0,2bazs0jc6oxEEeFYQXXJxv,0.706,0.661,0.0,-9.2,1.0,0.0297,0.554,0.0,0.0937,0.968,139.453,139610.0,4.0
4474,you never even called me by my name,david allan coe,0,2t8bnZqxfcEybJ47qOPPTn,0.589,0.453,0.0,-13.309,1.0,0.0353,0.409,0.0,0.351,0.515,105.703,314067.0,4.0
4475,rub it in,billy 'crash' craddock,0,6q014fQ3SqLy180KPuCTG1,0.759,0.543,7.0,-11.189,1.0,0.0321,0.404,1.25e-05,0.141,0.977,115.671,146800.0,4.0
4476,blue skies,willie nelson,0,33LQxf2T3Jbgw3XQ1H3LMY,0.381,0.335,2.0,-12.797,1.0,0.0362,0.207,0.088,0.1,0.259,83.792,213440.0,4.0
4477,i can't believe she gives it all to me - single version,conway twitty,0,7aatEerxno8RipIcuqPRG1,0.471,0.195,2.0,-16.353,1.0,0.0277,0.56,0.000106,0.102,0.47,91.817,143373.0,4.0
4478,marie laveau,bobby bare,0,6yFIzIxyTVRfVeSTTvtEBt,0.593,0.521,9.0,-10.326,1.0,0.0358,0.872,0.0,0.714,0.855,117.805,189027.0,4.0
4479,love is like a butterfly,dolly parton,0,7d4hiv8TcJ2vx9BjSxqvj8,0.684,0.119,8.0,-14.731,1.0,0.0426,0.913,6.59e-05,0.112,0.683,89.805,140733.0,4.0
4480,two more bottles of wine - remastered version,emmylou harris,0,62buMnGJ9bLrZAV03fGjYc,0.764,0.736,3.0,-7.571,1.0,0.0333,0.251,0.000294,0.121,0.96,134.336,186333.0,4.0
4482,amos moses,jerry reed,0,7zVZF0OgDJkFJohnlKwEpa,0.738,0.723,2.0,-10.356,1.0,0.0728,0.4,0.00134,0.0166,0.95,105.541,139227.0,4.0
4483,pass me by,johnny rodriguez,0,0KaaQF4tqn8Ser0PxfqTGz,0.661,0.4,7.0,-6.499,1.0,0.0245,0.678,0.0,0.0697,0.397,101.025,157747.0,4.0
4484,lonely women make good lovers,bob luman,0,5je7nvdte7odjJvs5iM1bS,0.652,0.484,8.0,-10.389,1.0,0.0309,0.712,0.124,0.272,0.636,121.604,193960.0,4.0
4485,"mammas, don't let your babies grow up to be cowboys",waylon jennings,0,1gKSpFpX3poa17WIAyFVsp,0.592,0.422,9.0,-11.549,1.0,0.0332,0.614,0.0015,0.158,0.536,94.597,153200.0,3.0
4486,i can help,billy swan,0,4oW1lGOw5Q5OLvoJv92qoE,0.471,0.675,0.0,-9.07,1.0,0.0513,0.511,0.019,0.232,0.53,125.313,238333.0,4.0
4487,barstool mountain,moe bandy,0,6kTddqCu2KqjggSNi7ZtNP,0.73,0.225,2.0,-15.429,1.0,0.032,0.23,4.27e-06,0.258,0.596,123.61,169000.0,4.0
4488,before the next teardrop falls,freddy fender,0,3awuorsQsio2PUOvzq3hpd,0.799,0.345,10.0,-11.52,1.0,0.0276,0.748,2.39e-05,0.169,0.776,90.417,156874.0,4.0
4489,the most beautiful girl,charlie rich,0,5kXmiepRVuKhhz0SxyCVeL,0.566,0.409,7.0,-10.379,1.0,0.0265,0.702,3.36e-06,0.101,0.458,103.233,162867.0,4.0
4490,bloody mary morning,willie nelson,0,5paRS95sOPkOVQlmUIUF4B,0.601,0.766,7.0,-13.262,1.0,0.0466,0.586,0.000903,0.347,0.856,130.14,168933.0,4.0
4491,what a difference you've made in my life,ronnie milsap,0,4sxet9Zdu2Z9hdhAKbjlNI,0.419,0.484,5.0,-11.618,1.0,0.0278,0.405,0.000216,0.21,0.393,96.222,241080.0,4.0
4492,just good ol' boys,moe bandy,0,3rvNZziNdig7Z0ePbB365e,0.61,0.459,10.0,-14.214,1.0,0.0709,0.75,0.0,0.0869,0.735,151.368,158720.0,4.0
4493,"my woman, my woman, my wife",marty robbins,0,7K40sZ0ZV6vGjzSso2nFyr,0.429,0.317,0.0,-11.322,1.0,0.0292,0.927,3.5e-06,0.116,0.302,102.109,211107.0,3.0
4494,one piece at a time,johnny cash,0,1sueD22EyCamMjdQu9Kuo3,0.721,0.539,10.0,-14.064,1.0,0.351,0.685,0.0,0.282,0.963,102.648,241813.0,4.0
4495,stop and smell the roses,mac davis,0,0gXj72vNlNoh7kiC8zPEQp,0.528,0.421,2.0,-16.302,1.0,0.0858,0.232,0.0,0.159,0.763,85.449,201600.0,4.0
4496,country sunshine,dottie west,0,4jE0JNXJ2H3UdhoYBeu8st,0.453,0.51,0.0,-8.94,1.0,0.0357,0.458,0.0,0.106,0.747,83.045,123667.0,4.0
4497,blue eyes crying in the rain,willie nelson,0,1DoRzygjRH9VbBdxeh8yAb,0.64,0.133,4.0,-12.726,1.0,0.0368,0.913,0.0509,0.112,0.376,117.61,138693.0,4.0
4498,y'all come back saloon,the oak ridge boys,0,790HdFZdub1eobl2iLzcem,0.694,0.294,2.0,-17.535,1.0,0.0477,0.0499,7.76e-06,0.0887,0.698,82.793,174693.0,4.0
4499,she's actin' single (i'm drinkin' doubles),gary stewart,0,7dZgDd8LYriRdR2kDSQjxx,0.7,0.45,6.0,-11.023,1.0,0.0308,0.684,6.36e-05,0.158,0.704,109.333,168120.0,4.0
4500,coal miner's daughter,loretta lynn,0,3mM14WXoPaLRjjkmxHe99L,0.604,0.354,9.0,-14.07,1.0,0.0313,0.836,0.00474,0.103,0.635,137.349,180960.0,4.0
4501,man in black,johnny cash,0,7wL9EVloIobMw22rT7Ve8x,0.676,0.58,5.0,-14.217,1.0,0.0506,0.589,0.000145,0.218,0.89,95.358,172987.0,4.0
4503,"take me home, country roads",john denver,0,39q7xibBdRboeMKUbZEB6g,0.255,0.43,9.0,-12.564,1.0,0.0322,0.546,1.87e-05,0.188,0.546,164.267,197813.0,4.0
4505,misty,ray stevens,0,7uomyxZYl0CXHEgVphykOB,0.591,0.551,2.0,-13.72,1.0,0.0286,0.187,0.000652,0.0749,0.877,100.326,175933.0,4.0
4506,the gambler,kenny rogers,0,5KqldkCunQ2rWxruMEtGh0,0.671,0.501,4.0,-13.119,1.0,0.0594,0.342,0.0,0.194,0.86,87.038,214880.0,4.0
4507,blanket on the ground,billie jo spears,0,7mTBUlWPquXPQzDg8yGLlJ,0.465,0.519,5.0,-11.819,1.0,0.0239,0.394,0.00156,0.204,0.881,86.6,215360.0,4.0
4509,family tradition,"hank williams, jr.",0,73ZTWCuwudUVvvWipRnQnQ,0.66,0.523,4.0,-12.068,1.0,0.0608,0.0238,0.0,0.142,0.794,126.342,242960.0,4.0
4510,funny face - single version,donna fargo,0,27145diX1C7BE6m6FzONqb,0.541,0.249,2.0,-13.125,1.0,0.0339,0.813,5.59e-05,0.159,0.437,96.802,166360.0,3.0
4511,slippin' away,jean shepard,0,6S2yygif19aG4J0tLET53g,0.737,0.483,5.0,-8.389,1.0,0.0281,0.811,2.17e-06,0.196,0.802,113.365,149800.0,4.0
4512,i love,tom t. hall,0,5fTwUw09NNgCIOkEKu3bGB,0.531,0.198,4.0,-17.377,1.0,0.0286,0.782,0.0383,0.175,0.582,91.929,126667.0,4.0
4513,slide off of your satin sheets,johnny paycheck,0,41JQTDa8BoAFkDluhaOip6,0.732,0.509,10.0,-9.278,1.0,0.0318,0.526,0.00162,0.0758,0.63,109.253,174400.0,4.0
4514,thank god and greyhound,roy clark,0,6OXUj5OZ7jzun2FZLoGXcH,0.464,0.359,10.0,-12.938,1.0,0.029,0.563,0.0,0.0814,0.603,88.221,155760.0,3.0
4515,coat of many colors,dolly parton,0,1l2Xmg54EUr3TDzNIaCr1z,0.624,0.257,5.0,-13.341,1.0,0.0444,0.93,7.56e-05,0.138,0.681,85.617,183667.0,4.0
4516,her name is...,george jones,0,6v3ozeTaUGr5Wwmya1Xhg0,0.565,0.336,7.0,-16.387,1.0,0.0319,0.307,0.0,0.0949,0.796,82.294,138800.0,4.0
4517,good lovin' (makes it right),tammy wynette,0,6J1BGG6474yJQf2ubM1KFI,0.669,0.357,5.0,-12.176,1.0,0.0338,0.726,0.0,0.113,0.77,86.147,150147.0,4.0
4518,linda on my mind - single version,conway twitty,0,5XQNHPWRiicpHvDfDIy98V,0.363,0.255,9.0,-12.442,1.0,0.0313,0.735,5e-05,0.0978,0.539,154.725,159800.0,3.0
4519,the happiest girl in the whole u.s.a.,donna fargo,0,60ut42dYikYXfCZQcvVXYV,0.655,0.449,6.0,-11.468,1.0,0.0277,0.357,0.0,0.492,0.488,97.982,151307.0,3.0
4520,last time i saw him,dottie west,0,0AAcFvPioR2T5es7zCMAsT,0.554,0.665,2.0,-8.413,1.0,0.0329,0.296,0.000195,0.583,0.35,88.847,182933.0,4.0
4521,come on in (you did the best you could do),the oak ridge boys,0,1MAQPqp6ksh3KqiGFQhuMi,0.499,0.636,7.0,-13.724,1.0,0.0543,0.16,0.000231,0.0765,0.948,189.374,177733.0,4.0
4522,daydreams about night things,ronnie milsap,0,1PTngmREtR0P0YMLdqVWBj,0.631,0.54,2.0,-8.983,1.0,0.0322,0.542,0.0,0.115,0.934,138.8,142773.0,4.0
4523,whiskey river - live,willie nelson,0,0EHDEzu14gcx4Z3hOYVpTn,0.509,0.718,7.0,-8.637,1.0,0.033,0.341,0.0176,0.0948,0.764,99.795,211547.0,4.0
4524,the fightin' side of me,merle haggard,0,7tvnZH4Db2zylKHo7ojKH1,0.754,0.497,4.0,-11.14,1.0,0.039,0.368,0.0,0.193,0.789,95.502,169347.0,4.0
4525,it's four in the morning - single version,faron young,0,5574tjBP659l9EZY0ry0cC,0.467,0.332,9.0,-13.653,1.0,0.0299,0.561,7.58e-06,0.342,0.548,126.642,181027.0,3.0
4526,the wurlitzer prize (i don't want to get over you),waylon jennings,0,39vRhTRqO7qQggd8aID96o,0.597,0.346,7.0,-12.679,1.0,0.0399,0.861,0.00309,0.13,0.499,118.704,128253.0,4.0
4527,the devil went down to georgia,the charlie daniels band,0,6gRACp2CvsIhc7hyw8CecQ,0.517,0.535,0.0,-12.027,1.0,0.0494,0.131,0.0,0.085,0.933,135.087,215067.0,4.0
4528,what goes on when the sun goes down,ronnie milsap,0,7nfsBU6mA8MzSUCwFbSQBi,0.678,0.552,5.0,-7.924,1.0,0.0301,0.683,0.0,0.104,0.911,132.988,171693.0,4.0
4529,it's not love (but it's not bad),merle haggard,0,7hxJo1SVlgaluuJm453Yt1,0.659,0.281,7.0,-13.564,1.0,0.0268,0.189,0.0,0.112,0.518,108.287,201387.0,4.0
4530,bartender's blues,george jones,0,2drm1M5NsCAJ2kgNcz1SiT,0.572,0.267,9.0,-13.272,1.0,0.0299,0.863,0.00172,0.105,0.321,86.203,225973.0,3.0
4531,you've never been this far before,conway twitty,0,2aqHQzbPcrMl6m37ndVHOQ,0.705,0.397,10.0,-11.775,1.0,0.0343,0.679,0.0,0.106,0.684,133.355,190000.0,4.0
4532,suspicious minds (with jessi colter),waylon jennings,0,6Q4cKezP1FyWYoGt0PMCQm,0.593,0.596,2.0,-11.24,1.0,0.0598,0.539,5.39e-05,0.112,0.765,120.468,238027.0,4.0
4533,the year that clayton delaney died,tom t. hall,0,1sfXFEpGVK5s5i8eHEtNPj,0.628,0.433,1.0,-10.876,1.0,0.029,0.686,4.93e-06,0.0932,0.858,133.088,164720.0,1.0
4534,if we're not back in love by monday,merle haggard,0,3jghFUSMqVsvbIqxW6VIdM,0.634,0.181,1.0,-16.74,1.0,0.0306,0.848,4.56e-06,0.102,0.701,152.966,196000.0,4.0
4535,the power of positive drinkin',mickey gilley,0,22CngS28FQLN8jiUhGgfNV,0.535,0.912,5.0,-8.18,1.0,0.0573,0.629,0.00263,0.216,0.906,181.036,145253.0,4.0
4536,satin sheets,jeanne pruett,0,1xDm4Oo1aY0yXtrnYUAAUb,0.568,0.253,2.0,-13.607,1.0,0.0261,0.765,0.0,0.0696,0.366,99.082,202733.0,4.0
4537,love put a song in my heart,johnny rodriguez,0,7i2I4HLoi4NgQAARBjjvNV,0.667,0.414,9.0,-9.485,1.0,0.0334,0.829,0.0,0.0987,0.767,118.761,164667.0,4.0
4538,good hearted woman,waylon jennings,0,3CqLvQ9fPOLtLIKb7r5ti6,0.41,0.568,2.0,-11.673,1.0,0.0346,0.387,0.102,0.389,0.644,103.026,178733.0,4.0
4539,backside of thirty,john conlee,0,5z7jt7UnqQOhiGOUbajw1V,0.65,0.422,7.0,-14.579,1.0,0.0271,0.414,0.0,0.223,0.699,92.907,153867.0,3.0
4540,help me make it through the night,sammi smith,0,2XWmbwp9FBAaFcSE9BLQzc,0.559,0.35,8.0,-12.01,1.0,0.0245,0.605,0.000443,0.102,0.413,78.035,155533.0,4.0
4541,kiss an angel good mornin',charley pride,0,37GWhu8R61gTStMvVQfDuE,0.665,0.512,4.0,-10.704,1.0,0.03,0.581,0.0,0.371,0.87,130.578,123467.0,4.0
4542,jose cuervo,shelly west,0,5i3m1HZBzurdMu9zzjBY7r,0.697,0.588,7.0,-9.416,1.0,0.0759,0.305,0.0,0.117,0.816,115.339,162840.0,4.0
4543,fool hearted memory,george strait,0,4zhSO5tu9NduAaq7KxhHhS,0.623,0.397,10.0,-14.483,1.0,0.0292,0.319,0.0,0.26,0.644,88.822,159493.0,4.0
4544,i told you so,randy travis,0,4HNj7TkT9VnfVjtV2HRlpl,0.633,0.325,9.0,-9.05,1.0,0.0268,0.349,0.0,0.114,0.225,79.079,219947.0,4.0
4545,elvira,the oak ridge boys,0,0mG66FLhO0iZ6XCAGdjpax,0.825,0.285,8.0,-17.491,1.0,0.0326,0.188,0.00131,0.0539,0.86,126.946,225627.0,4.0
4546,woke up in love,exile,0,0t2EyDBuMiQ3iHi3rXrFtR,0.611,0.616,9.0,-10.749,1.0,0.063,0.17,0.000189,0.611,0.853,168.876,186707.0,4.0
4547,my home's in alabama - live,alabama,0,63fI8hzSrsXNGl0CMju2DW,0.366,0.479,7.0,-9.774,1.0,0.0438,0.276,0.0114,0.136,0.397,80.842,386027.0,4.0
4549,mama's never seen those eyes,the forester sisters,0,2CpnNgpSYSjwkyXAJqHSnP,0.592,0.469,8.0,-12.276,1.0,0.0268,0.0872,0.0,0.0605,0.88,144.152,170147.0,4.0
4550,dancin' cowboys,the bellamy brothers,0,1ztNteyBB7343jzssoZqJW,0.745,0.411,2.0,-16.298,1.0,0.0404,0.00143,0.000329,0.0757,0.853,120.833,199667.0,4.0
4551,baby i lied,deborah allen,0,5KqGrafc3paz7bNPju5Ne9,0.63,0.478,11.0,-10.589,1.0,0.0275,0.318,6.49e-05,0.0942,0.279,92.491,250120.0,4.0
4552,american made,the oak ridge boys,0,1wtcyTExLF8nZu9ZphHIl1,0.696,0.527,8.0,-14.275,1.0,0.0329,0.108,0.000897,0.0377,0.974,128.962,159867.0,4.0
4553,fourteen carat mind,gene watson,0,2RB2xSlVoMRhINO0SruNIx,0.539,0.485,5.0,-15.072,1.0,0.0341,0.141,0.0,0.181,0.94,188.884,159507.0,3.0
4554,what's forever for?,michael martin murphey,0,5j2yIrnbgDW51GM95ZjqDj,0.551,0.214,0.0,-16.631,0.0,0.0282,0.47,0.0,0.141,0.294,75.268,171907.0,4.0
4555,old habits,"hank williams, jr.",0,0nuwRjF4m8bj7vabAEIR4B,0.633,0.444,2.0,-14.09,1.0,0.0264,0.173,3.33e-06,0.0821,0.45,106.111,183600.0,3.0
4556,killin' time,clint black,0,4H2TRR9FjnnIwxGnIt9stO,0.714,0.522,7.0,-9.773,1.0,0.0283,0.455,1.02e-05,0.0967,0.69,121.312,168000.0,4.0
4557,old hippie,the bellamy brothers,0,5fv9qtXwNV6Xx3P9bRed5i,0.691,0.497,11.0,-13.248,1.0,0.0473,0.038,5.94e-06,0.0859,0.701,103.893,247040.0,4.0
